-4.6055e-02 7.3005e+00
-1.3816e-01 7.2994e+00
-2.3024e-01 7.2971e+00
-3.2229e-01 7.2936e+00
-4.1428e-01 7.2890e+00
-5.0621e-01 7.2832e+00
-5.9807e-01 7.2763e+00
-6.8982e-01 7.2682e+00
-7.8147e-01 7.2590e+00
-8.7300e-01 7.2486e+00
-9.6439e-01 7.2371e+00
-1.0556e+00 7.2244e+00
-1.1467e+00 7.2106e+00
-1.2376e+00 7.1956e+00
-1.3283e+00 7.1795e+00
-1.4188e+00 7.1622e+00
-1.5091e+00 7.1439e+00
-1.5991e+00 7.1243e+00
-1.6889e+00 7.1037e+00
-1.7784e+00 7.0819e+00
-1.8676e+00 7.0590e+00
-1.9565e+00 7.0350e+00
-2.0452e+00 7.0098e+00
-2.1335e+00 6.9835e+00
-2.2214e+00 6.9561e+00
-2.3091e+00 6.9277e+00
-2.3963e+00 6.8981e+00
-2.4832e+00 6.8673e+00
-2.5696e+00 6.8355e+00
-2.6557e+00 6.8026e+00
-2.7413e+00 6.7687e+00
-2.8265e+00 6.7336e+00
-2.9113e+00 6.6974e+00
-2.9956e+00 6.6602e+00
-3.0794e+00 6.6219e+00
-3.1627e+00 6.5826e+00
-3.2454e+00 6.5420e+00
-3.3278e+00 6.5007e+00
-3.4095e+00 6.4582e+00
-3.4907e+00 6.4146e+00
-3.5713e+00 6.3700e+00
-3.6514e+00 6.3244e+00
-3.7308e+00 6.2777e+00
-3.8097e+00 6.2301e+00
-3.8879e+00 6.1814e+00
-3.9655e+00 6.1317e+00
-4.0425e+00 6.0811e+00
-4.1188e+00 6.0294e+00
-4.1944e+00 5.9768e+00
-4.2693e+00 5.9232e+00
-4.3435e+00 5.8686e+00
-4.4170e+00 5.8131e+00
-4.4898e+00 5.7566e+00
-4.5618e+00 5.6992e+00
-4.6331e+00 5.6409e+00
-4.7036e+00 5.5817e+00
-4.7733e+00 5.5215e+00
-4.8423e+00 5.4605e+00
-4.9104e+00 5.3985e+00
-4.9777e+00 5.3357e+00
-5.0442e+00 5.2720e+00
-5.1098e+00 5.2074e+00
-5.1745e+00 5.1420e+00
-5.2384e+00 5.0758e+00
-5.3014e+00 5.0087e+00
-5.3635e+00 4.9408e+00
-5.4247e+00 4.8721e+00
-5.4850e+00 4.8026e+00
-5.5444e+00 4.7323e+00
-5.6027e+00 4.6613e+00
-5.6602e+00 4.5894e+00
-5.7167e+00 4.5169e+00
-5.7722e+00 4.4436e+00
-5.8267e+00 4.3696e+00
-5.8801e+00 4.2949e+00
-5.9326e+00 4.2195e+00
-5.9841e+00 4.1434e+00
-6.0345e+00 4.0666e+00
-6.0839e+00 3.9892e+00
-6.1322e+00 3.9112e+00
-6.1795e+00 3.8325e+00
-6.2257e+00 3.7532e+00
-6.2708e+00 3.6734e+00
-6.3148e+00 3.5929e+00
-6.3577e+00 3.5119e+00
-6.3994e+00 3.4303e+00
-6.4401e+00 3.3482e+00
-6.4796e+00 3.2656e+00
-6.5180e+00 3.1825e+00
-6.5553e+00 3.0988e+00
-6.5914e+00 3.0148e+00
-6.6263e+00 2.9302e+00
-6.6601e+00 2.8452e+00
-6.6927e+00 2.7598e+00
-6.7241e+00 2.6740e+00
-6.7543e+00 2.5878e+00
-6.7833e+00 2.5013e+00
-6.8111e+00 2.4144e+00
-6.8377e+00 2.3271e+00
-6.8632e+00 2.2396e+00
-6.8873e+00 2.1517e+00
-6.9103e+00 2.0635e+00
-6.9320e+00 1.9751e+00
-6.9525e+00 1.8865e+00
-6.9718e+00 1.7976e+00
-6.9899e+00 1.7085e+00
-7.0067e+00 1.6192e+00
-7.0222e+00 1.5297e+00
-7.0365e+00 1.4401e+00
-7.0496e+00 1.3503e+00
-7.0614e+00 1.2604e+00
-7.0720e+00 1.1705e+00
-7.0813e+00 1.0804e+00
-7.0894e+00 9.9027e-01
-7.0962e+00 9.0010e-01
-7.1018e+00 8.0990e-01
-7.1061e+00 7.1970e-01
-7.1092e+00 6.2951e-01
-7.1110e+00 5.3934e-01
-7.1116e+00 4.4923e-01
-7.1109e+00 3.5918e-01
-7.1090e+00 2.6921e-01
-7.1059e+00 1.7935e-01
-7.1015e+00 8.9604e-02
-7.0959e+00 7.8781e-16
-7.0891e+00 -8.9447e-02
-7.0811e+00 -1.7872e-01
-7.0718e+00 -2.6780e-01
-7.0613e+00 -3.5667e-01
-7.0496e+00 -4.4531e-01
-7.0367e+00 -5.3371e-01
-7.0226e+00 -6.2184e-01
-7.0074e+00 -7.0970e-01
-6.9909e+00 -7.9726e-01
-6.9733e+00 -8.8450e-01
-6.9545e+00 -9.7142e-01
-6.9345e+00 -1.0580e+00
-6.9134e+00 -1.1442e+00
-6.8911e+00 -1.2300e+00
-6.8677e+00 -1.3155e+00
-6.8432e+00 -1.4005e+00
-6.8175e+00 -1.4851e+00
-6.7908e+00 -1.5693e+00
-6.7629e+00 -1.6530e+00
-6.7340e+00 -1.7362e+00
-6.7039e+00 -1.8190e+00
-6.6728e+00 -1.9013e+00
-6.6407e+00 -1.9830e+00
-6.6075e+00 -2.0642e+00
-6.5732e+00 -2.1449e+00
-6.5380e+00 -2.2251e+00
-6.5017e+00 -2.3047e+00
-6.4644e+00 -2.3837e+00
-6.4261e+00 -2.4621e+00
-6.3868e+00 -2.5399e+00
-6.3466e+00 -2.6171e+00
-6.3054e+00 -2.6937e+00
-6.2633e+00 -2.7697e+00
-6.2202e+00 -2.8450e+00
-6.1762e+00 -2.9196e+00
-6.1313e+00 -2.9936e+00
-6.0855e+00 -3.0669e+00
-6.0388e+00 -3.1396e+00
-5.9913e+00 -3.2115e+00
-5.9429e+00 -3.2828e+00
-5.8936e+00 -3.3533e+00
-5.8436e+00 -3.4231e+00
-5.7927e+00 -3.4922e+00
-5.7410e+00 -3.5606e+00
-5.6885e+00 -3.6282e+00
-5.6352e+00 -3.6950e+00
-5.5812e+00 -3.7611e+00
-5.5264e+00 -3.8265e+00
-5.4709e+00 -3.8910e+00
-5.4146e+00 -3.9548e+00
-5.3576e+00 -4.0179e+00
-5.2999e+00 -4.0801e+00
-5.2416e+00 -4.1415e+00
-5.1826e+00 -4.2022e+00
-5.1228e+00 -4.2620e+00
-5.0625e+00 -4.3210e+00
-5.0015e+00 -4.3792e+00
-4.9399e+00 -4.4366e+00
-4.8777e+00 -4.4932e+00
-4.8149e+00 -4.5490e+00
-4.7515e+00 -4.6039e+00
-4.6875e+00 -4.6580e+00
-4.6229e+00 -4.7113e+00
-4.5578e+00 -4.7637e+00
-4.4922e+00 -4.8153e+00
-4.4261e+00 -4.8660e+00
-4.3594e+00 -4.9159e+00
-4.2922e+00 -4.9650e+00
-4.2245e+00 -5.0132e+00
-4.1564e+00 -5.0605e+00
-4.0878e+00 -5.1070e+00
-4.0187e+00 -5.1527e+00
-3.9492e+00 -5.1974e+00
-3.8793e+00 -5.2414e+00
-3.8089e+00 -5.2844e+00
-3.7381e+00 -5.3266e+00
-3.6669e+00 -5.3680e+00
-3.5953e+00 -5.4085e+00
-3.5234e+00 -5.4481e+00
-3.4511e+00 -5.4868e+00
-3.3784e+00 -5.5247e+00
-3.3053e+00 -5.5618e+00
-3.2320e+00 -5.5979e+00
-3.1583e+00 -5.6332e+00
-3.0842e+00 -5.6677e+00
-3.0099e+00 -5.7012e+00
-2.9353e+00 -5.7339e+00
-2.8603e+00 -5.7658e+00
-2.7851e+00 -5.7967e+00
-2.7096e+00 -5.8268e+00
-2.6339e+00 -5.8561e+00
-2.5579e+00 -5.8844e+00
-2.4816e+00 -5.9119e+00
-2.4052e+00 -5.9386e+00
-2.3284e+00 -5.9644e+00
-2.2515e+00 -5.9893e+00
-2.1744e+00 -6.0133e+00
-2.0970e+00 -6.0365e+00
-2.0195e+00 -6.0588e+00
-1.9417e+00 -6.0803e+00
-1.8638e+00 -6.1009e+00
-1.7857e+00 -6.1206e+00
-1.7075e+00 -6.1395e+00
-1.6291e+00 -6.1575e+00
-1.5505e+00 -6.1746e+00
-1.4719e+00 -6.1909e+00
-1.3930e+00 -6.2063e+00
-1.3141e+00 -6.2209e+00
-1.2350e+00 -6.2346e+00
-1.1559e+00 -6.2475e+00
-1.0766e+00 -6.2595e+00
-9.9722e-01 -6.2706e+00
-9.1776e-01 -6.2809e+00
-8.3823e-01 -6.2903e+00
-7.5862e-01 -6.2988e+00
-6.7894e-01 -6.3066e+00
-5.9920e-01 -6.3134e+00
-5.1941e-01 -6.3194e+00
-4.3958e-01 -6.3245e+00
-3.5971e-01 -6.3288e+00
-2.7981e-01 -6.3322e+00
-1.9988e-01 -6.3348e+00
-1.1993e-01 -6.3365e+00
-3.9979e-02 -6.3374e+00
3.9979e-02 -6.3374e+00
-3.9979e-02 -6.3374e+00
3.9979e-02 -6.3374e+00
1.1993e-01 -6.3365e+00
1.9988e-01 -6.3348e+00
2.7981e-01 -6.3322e+00
3.5971e-01 -6.3288e+00
4.3958e-01 -6.3245e+00
5.1941e-01 -6.3194e+00
5.9920e-01 -6.3134e+00
6.7894e-01 -6.3066e+00
7.5862e-01 -6.2988e+00
8.3823e-01 -6.2903e+00
9.1776e-01 -6.2809e+00
9.9722e-01 -6.2706e+00
1.0766e+00 -6.2595e+00
1.1559e+00 -6.2475e+00
1.2350e+00 -6.2346e+00
1.3141e+00 -6.2209e+00
1.3930e+00 -6.2063e+00
1.4719e+00 -6.1909e+00
1.5505e+00 -6.1746e+00
1.6291e+00 -6.1575e+00
1.7075e+00 -6.1395e+00
1.7857e+00 -6.1206e+00
1.8638e+00 -6.1009e+00
1.9417e+00 -6.0803e+00
2.0195e+00 -6.0588e+00
2.0970e+00 -6.0365e+00
2.1744e+00 -6.0133e+00
2.2515e+00 -5.9893e+00
2.3284e+00 -5.9644e+00
2.4052e+00 -5.9386e+00
2.4816e+00 -5.9119e+00
2.5579e+00 -5.8844e+00
2.6339e+00 -5.8561e+00
2.7096e+00 -5.8268e+00
2.7851e+00 -5.7967e+00
2.8603e+00 -5.7658e+00
2.9353e+00 -5.7339e+00
3.0099e+00 -5.7012e+00
3.0842e+00 -5.6677e+00
3.1583e+00 -5.6332e+00
3.2320e+00 -5.5979e+00
3.3053e+00 -5.5618e+00
3.3784e+00 -5.5247e+00
3.4511e+00 -5.4868e+00
3.5234e+00 -5.4481e+00
3.5953e+00 -5.4085e+00
3.6669e+00 -5.3680e+00
3.7381e+00 -5.3266e+00
3.8089e+00 -5.2844e+00
3.8793e+00 -5.2414e+00
3.9492e+00 -5.1974e+00
4.0187e+00 -5.1527e+00
4.0878e+00 -5.1070e+00
4.1564e+00 -5.0605e+00
4.2245e+00 -5.0132e+00
4.2922e+00 -4.9650e+00
4.3594e+00 -4.9159e+00
4.4261e+00 -4.8660e+00
4.4922e+00 -4.8153e+00
4.5578e+00 -4.7637e+00
4.6229e+00 -4.7113e+00
4.6875e+00 -4.6580e+00
4.7515e+00 -4.6039e+00
4.8149e+00 -4.5490e+00
4.8777e+00 -4.4932e+00
4.9399e+00 -4.4366e+00
5.0015e+00 -4.3792e+00
5.0625e+00 -4.3210e+00
5.1228e+00 -4.2620e+00
5.1826e+00 -4.2022e+00
5.2416e+00 -4.1415e+00
5.2999e+00 -4.0801e+00
5.3576e+00 -4.0179e+00
5.4146e+00 -3.9548e+00
5.4709e+00 -3.8910e+00
5.5264e+00 -3.8265e+00
5.5812e+00 -3.7611e+00
5.6352e+00 -3.6950e+00
5.6885e+00 -3.6282e+00
5.7410e+00 -3.5606e+00
5.7927e+00 -3.4922e+00
5.8436e+00 -3.4231e+00
5.8936e+00 -3.3533e+00
5.9429e+00 -3.2828e+00
5.9913e+00 -3.2115e+00
6.0388e+00 -3.1396e+00
6.0855e+00 -3.0669e+00
6.1313e+00 -2.9936e+00
6.1762e+00 -2.9196e+00
6.2202e+00 -2.8450e+00
6.2633e+00 -2.7697e+00
6.3054e+00 -2.6937e+00
6.3466e+00 -2.6171e+00
6.3868e+00 -2.5399e+00
6.4261e+00 -2.4621e+00
6.4644e+00 -2.3837e+00
6.5017e+00 -2.3047e+00
6.5380e+00 -2.2251e+00
6.5732e+00 -2.1449e+00
6.6075e+00 -2.0642e+00
6.6407e+00 -1.9830e+00
6.6728e+00 -1.9013e+00
6.7039e+00 -1.8190e+00
6.7340e+00 -1.7362e+00
6.7629e+00 -1.6530e+00
6.7908e+00 -1.5693e+00
6.8175e+00 -1.4851e+00
6.8432e+00 -1.4005e+00
6.8677e+00 -1.3155e+00
6.8911e+00 -1.2300e+00
6.9134e+00 -1.1442e+00
6.9345e+00 -1.0580e+00
6.9545e+00 -9.7142e-01
6.9733e+00 -8.8450e-01
6.9909e+00 -7.9726e-01
7.0074e+00 -7.0970e-01
7.0226e+00 -6.2184e-01
7.0367e+00 -5.3371e-01
7.0496e+00 -4.4531e-01
7.0613e+00 -3.5667e-01
7.0718e+00 -2.6780e-01
7.0811e+00 -1.7872e-01
7.0891e+00 -8.9447e-02
7.0959e+00 7.8781e-16
7.1015e+00 8.9604e-02
7.1059e+00 1.7935e-01
7.1090e+00 2.6921e-01
7.1109e+00 3.5918e-01
7.1116e+00 4.4923e-01
7.1110e+00 5.3934e-01
7.1092e+00 6.2951e-01
7.1061e+00 7.1970e-01
7.1018e+00 8.0990e-01
7.0962e+00 9.0010e-01
7.0894e+00 9.9027e-01
7.0813e+00 1.0804e+00
7.0720e+00 1.1705e+00
7.0614e+00 1.2604e+00
7.0496e+00 1.3503e+00
7.0365e+00 1.4401e+00
7.0222e+00 1.5297e+00
7.0067e+00 1.6192e+00
6.9899e+00 1.7085e+00
6.9718e+00 1.7976e+00
6.9525e+00 1.8865e+00
6.9320e+00 1.9751e+00
6.9103e+00 2.0635e+00
6.8873e+00 2.1517e+00
6.8632e+00 2.2396e+00
6.8377e+00 2.3271e+00
6.8111e+00 2.4144e+00
6.7833e+00 2.5013e+00
6.7543e+00 2.5878e+00
6.7241e+00 2.6740e+00
6.6927e+00 2.7598e+00
6.6601e+00 2.8452e+00
6.6263e+00 2.9302e+00
6.5914e+00 3.0148e+00
6.5553e+00 3.0988e+00
6.5180e+00 3.1825e+00
6.4796e+00 3.2656e+00
6.4401e+00 3.3482e+00
6.3994e+00 3.4303e+00
6.3577e+00 3.5119e+00
6.3148e+00 3.5929e+00
6.2708e+00 3.6734e+00
6.2257e+00 3.7532e+00
6.1795e+00 3.8325e+00
6.1322e+00 3.9112e+00
6.0839e+00 3.9892e+00
6.0345e+00 4.0666e+00
5.9841e+00 4.1434e+00
5.9326e+00 4.2195e+00
5.8801e+00 4.2949e+00
5.8267e+00 4.3696e+00
5.7722e+00 4.4436e+00
5.7167e+00 4.5169e+00
5.6602e+00 4.5894e+00
5.6027e+00 4.6613e+00
5.5444e+00 4.7323e+00
5.4850e+00 4.8026e+00
5.4247e+00 4.8721e+00
5.3635e+00 4.9408e+00
5.3014e+00 5.0087e+00
5.2384e+00 5.0758e+00
5.1745e+00 5.1420e+00
5.1098e+00 5.2074e+00
5.0442e+00 5.2720e+00
4.9777e+00 5.3357e+00
4.9104e+00 5.3985e+00
4.8423e+00 5.4605e+00
4.7733e+00 5.5215e+00
4.7036e+00 5.5817e+00
4.6331e+00 5.6409e+00
4.5618e+00 5.6992e+00
4.4898e+00 5.7566e+00
4.4170e+00 5.8131e+00
4.3435e+00 5.8686e+00
4.2693e+00 5.9232e+00
4.1944e+00 5.9768e+00
4.1188e+00 6.0294e+00
4.0425e+00 6.0811e+00
3.9655e+00 6.1317e+00
3.8879e+00 6.1814e+00
